word,words_total_appear_in_group,words_total_in_group_without_stop_words,words_total_in_group_with_stop_words
ml,19,477949,602859
mlb,1,477949,602859
mma,6,477949,602859
mme,4,477949,602859
mmfdh,2,477949,602859
mntb,1,477949,602859
moacir,1,477949,602859
moacyr,1,477949,602859
mobilar,3,477949,602859
mobiliario,2,477949,602859
mobilidad,16,477949,602859
mobilizacao,31,477949,602859
mobilizada,1,477949,602859
mobilizado,1,477949,602859
mobilizadorasintegra,1,477949,602859
mobilizar,23,477949,602859
mobilizaram,1,477949,602859
mocambiqu,2,477949,602859
mocao,1,477949,602859
mochila,2,477949,602859
moco,1,477949,602859
mocoto,1,477949,602859
moda,14,477949,602859
modai,1,477949,602859
modal,1,477949,602859
modalidad,18,477949,602859
modelagem,2,477949,602859
modelar,65,477949,602859
modelli,1,477949,602859
modelo,29,477949,602859
moderacao,4,477949,602859
moderado,2,477949,602859
moderador,1,477949,602859
moderar,31,477949,602859
moderna,3,477949,602859
modernizacao,5,477949,602859
modernizar,1,477949,602859
moderno,68,477949,602859
modestia,1,477949,602859
modesto,4,477949,602859
modi,7,477949,602859
modicidad,1,477949,602859
modificacao,6,477949,602859
modificaco,1,477949,602859
modificamo,1,477949,602859
modificar,16,477949,602859
modo,64,477949,602859
modonezi,1,477949,602859
modu,1,477949,602859
modular,3,477949,602859
modulo,12,477949,602859
moeda,17,477949,602859
mogi,5,477949,602859
mograbi,2,477949,602859
moham,4,477949,602859
mohammad,1,477949,602859
mois,17,477949,602859
molaison,1,477949,602859
mold,11,477949,602859
moldar,5,477949,602859
mole,1,477949,602859
molecagen,2,477949,602859
molecula,8,477949,602859
molecular,28,477949,602859
molequ,1,477949,602859
molestia,5,477949,602859
molhar,9,477949,602859
molho,1,477949,602859
molinhar,2,477949,602859
molis,4,477949,602859
mollenkopf,2,477949,602859
molon,3,477949,602859
molt,1,477949,602859
momentanea,1,477949,602859
momentaneo,3,477949,602859
momento,59,477949,602859
mommi,1,477949,602859
momo,1,477949,602859
mon,1,477949,602859
monacar,1,477949,602859
monaco,4,477949,602859
monacoem,1,477949,602859
monalisa,2,477949,602859
monarca,3,477949,602859
monarquista,1,477949,602859
monash,1,477949,602859
mondar,6,477949,602859
monetaria,1,477949,602859
monetario,20,477949,602859
mong,1,477949,602859
mongagua,1,477949,602859
mongolia,1,477949,602859
monica,19,477949,602859
moniqu,2,477949,602859
monitor,15,477949,602859
monitoracao,1,477949,602859
monitoracovid19,1,477949,602859
monitorada,5,477949,602859
monitorado,13,477949,602859
monitoram,2,477949,602859
monitoramento,63,477949,602859
monitorando,9,477949,602859
monitorar,24,477949,602859
monitoraram,1,477949,602859
monitorava,1,477949,602859
monitoravam,1,477949,602859
monitorizacao,2,477949,602859
moniz,1,477949,602859
monj,2,477949,602859
monoclonai,1,477949,602859
monocratica,8,477949,602859
monocraticament,2,477949,602859
monoetilenoglicol,1,477949,602859
monologo,1,477949,602859
monopolio,4,477949,602859
monstro,5,477949,602859
monstrodonatella,1,477949,602859
monstruoso,1,477949,602859
mont,1,477949,602859
montado,1,477949,602859
montador,9,477949,602859
montagem,11,477949,602859
montamo,1,477949,602859
montanha,7,477949,602859
montanharussa,1,477949,602859
montanhasrussa,1,477949,602859
montanhoso,1,477949,602859
montant,26,477949,602859
montao,1,477949,602859
montar,54,477949,602859
montblanc,1,477949,602859
monteiro,9,477949,602859
montenegro,11,477949,602859
montero,1,477949,602859
monterrey,1,477949,602859
montezano,4,477949,602859
montilla,1,477949,602859
montoro,1,477949,602859
montou,2,477949,602859
montreal,3,477949,602859
monumento,8,477949,602859
monza,1,477949,602859
moodi,1,477949,602859
moor,10,477949,602859
moqueca,1,477949,602859
mora,85,477949,602859
moradia,9,477949,602859
morador,114,477949,602859
moradora,2,477949,602859
moradoresem,1,477949,602859
moraesnaovaimecalar,1,477949,602859
moral,14,477949,602859
moralidad,3,477949,602859
moralismo,1,477949,602859
moralment,1,477949,602859
moran,4,477949,602859
morangar,3,477949,602859
morango,2,477949,602859
morar,293,477949,602859
morastoni,3,477949,602859
morato,1,477949,602859
moratorio,4,477949,602859
morbidad,1,477949,602859
morbido,2,477949,602859
morbimortalidad,1,477949,602859
morbiu,1,477949,602859
morcegar,1,477949,602859
morcego,9,477949,602859
morder,2,477949,602859
mordido,3,477949,602859
moreira,6,477949,602859
morel,3,477949,602859
moreno,3,477949,602859
moretti,1,477949,602859
morfogenes,1,477949,602859
morfologia,1,477949,602859
morgan,4,477949,602859
moria,2,477949,602859
morn,5,477949,602859
morno,1,477949,602859
moro,29,477949,602859
moroministro,1,477949,602859
morosidad,2,477949,602859
morpholog,1,477949,602859
morr,1,477949,602859
morream,2,477949,602859
morrendo,1,477949,602859
morrer,318,477949,602859
morreram,9,477949,602859
morreremjean,1,477949,602859
morreu,9,477949,602859
morri,1,477949,602859
morria,1,477949,602859
morrinho,1,477949,602859
morrison,3,477949,602859
morrisset,1,477949,602859
mort,1465,477949,602859
morta,3,477949,602859
mortal,14,477949,602859
mortalidad,83,477949,602859
mortem,1,477949,602859
morten,1,477949,602859
morteo,1,477949,602859
morti,1,477949,602859
morticinio,2,477949,602859
mortificar,1,477949,602859
morto,282,477949,602859
morton,1,477949,602859
morubixaba,2,477949,602859
morumbi,6,477949,602859
mosaico,6,477949,602859
moscar,15,477949,602859
moschion,1,477949,602859
moscoso,1,477949,602859
moscou,2,477949,602859
moscovita,1,477949,602859
moser,2,477949,602859
moshiri,1,477949,602859
mosquito,15,477949,602859
mosquitoaed,1,477949,602859
mostarda,1,477949,602859
mostr,1,477949,602859
mostra,13,477949,602859
mostrado,1,477949,602859
mostram,8,477949,602859
mostrando,1,477949,602859
mostrano,1,477949,602859
mostrar,503,477949,602859
mostraram,5,477949,602859
mostras,2,477949,602859
mostrava,2,477949,602859
mostravam,1,477949,602859
mostrou,14,477949,602859
mostrous,2,477949,602859
mota,8,477949,602859
mote,5,477949,602859
mother,1,477949,602859
motim,1,477949,602859
motiv,1,477949,602859
motivacao,24,477949,602859
motivacion,1,477949,602859
motivador,2,477949,602859
motivar,116,477949,602859
motivaram,1,477949,602859
motivo,67,477949,602859
motivosthai,1,477949,602859
moto,19,477949,602859
motoboy,4,477949,602859
motociata,1,477949,602859
motocicleta,2,477949,602859
motociclista,10,477949,602859
motor,6,477949,602859
motorcycl,2,477949,602859
motorhom,1,477949,602859
motorista,25,477949,602859
motorizar,1,477949,602859
motorola,2,477949,602859
motorsport,1,477949,602859
mototaxista,3,477949,602859
motta,7,477949,602859
mouco,1,477949,602859
mount,6,477949,602859
moura,3,477949,602859
mourao,102,477949,602859
mouraoa,1,477949,602859
mouro,28,477949,602859
mouth,1,477949,602859
move,1,477949,602859
movei,1,477949,602859
movel,180,477949,602859
movelno,1,477949,602859
mover,14,477949,602859
movida,6,477949,602859
movido,26,477949,602859
movimentacao,37,477949,602859
movimentar,170,477949,602859
movimento,49,477949,602859
movistar,1,477949,602859
moys,1,477949,602859
mozilla,1,477949,602859
mp,123,477949,602859
mpal,2,477949,602859
mpar,1,477949,602859
mpce,1,477949,602859
mpdft,2,477949,602859
mpe,9,477949,602859
mpeal,1,477949,602859
mpf,99,477949,602859
mpfce,1,477949,602859
mpfpr,1,477949,602859
mpmg,6,477949,602859
mpmt,1,477949,602859
mppa,2,477949,602859
mppb,1,477949,602859
mppe,1,477949,602859
mprj,22,477949,602859
mpsc,3,477949,602859
mpsp,5,477949,602859
mpt,3,477949,602859
mptcu,1,477949,602859
mr,2,477949,602859
mre,8,477949,602859
mrna,2,477949,602859
mrna1273,2,477949,602859
mrv,1,477949,602859
ms,21,477949,602859
msc,6,477949,602859
msd,3,477949,602859
msf,5,477949,602859
msm,2,477949,602859
msn,1,477949,602859
mst,12,477949,602859
msv,1,477949,602859
mt,12,477949,602859
mtst,3,477949,602859
much,2,477949,602859
mucio,3,477949,602859
muco,1,477949,602859
mucoso,2,477949,602859
muculmano,12,477949,602859
muda,1,477949,602859
mudanca,250,477949,602859
mudando,4,477949,602859
mudar,180,477949,602859
mudarao,1,477949,602859
mudava,1,477949,602859
mudo,19,477949,602859
mudou,6,477949,602859
mudous,2,477949,602859
muhammadu,1,477949,602859
muita,21,477949,602859
muito,24,477949,602859
muitoooo,1,477949,602859
mukher,1,477949,602859
mulher,303,477949,602859
mulhermaravilha,1,477949,602859
muller,8,477949,602859
multar,97,477949,602859
multicanai,1,477949,602859
multidao,18,477949,602859
multidisciplinar,6,477949,602859
multifatori,1,477949,602859
multigeracionai,1,477949,602859
multilater,3,477949,602859
multilateralismo,1,477949,602859
multinacion,4,477949,602859
multiparametrico,1,477949,602859
multiplan,1,477949,602859
multiplicacao,4,477949,602859
multiplicador,1,477949,602859
multiplicar,13,477949,602859
multiplo,11,477949,602859
multiprofission,4,477949,602859
multishow,7,477949,602859
multissistemica,4,477949,602859
multitarefa,1,477949,602859
multitudinario,1,477949,602859
multivacinacao,6,477949,602859
mumbai,6,477949,602859
mumuzinho,1,477949,602859
mundiai,3,477949,602859
mundial,409,477949,602859
mundiala,1,477949,602859
mundialment,3,477949,602859
mundialnao,1,477949,602859
mundim,1,477949,602859
mundo,768,477949,602859
mundoenfim,1,477949,602859
mundopesquisador,1,477949,602859
mungin,1,477949,602859
munhoz,1,477949,602859
municao,7,477949,602859
municiar,2,477949,602859
municip,366,477949,602859
municipai,12,477949,602859
municipalidad,2,477949,602859
municipio,628,477949,602859
municipiosa,1,477949,602859
munilo,1,477949,602859
muniqu,8,477949,602859
munir,2,477949,602859
muniz,1,477949,602859
munoz,1,477949,602859
munto,1,477949,602859
muppet,2,477949,602859
mural,2,477949,602859
muralhar,5,477949,602859
murar,6,477949,602859
murchar,1,477949,602859
murdoch,1,477949,602859
muria,1,477949,602859
murillo,23,477949,602859
murilo,2,477949,602859
murmurar,1,477949,602859
muro,2,477949,602859
murphi,5,477949,602859
murthi,1,477949,602859
musculacao,2,477949,602859
muscular,9,477949,602859
musculatura,4,477949,602859
musculo,8,477949,602859
museu,22,477949,602859
museumplein,1,477949,602859
music,10,477949,602859
musica,3,477949,602859
musicalment,1,477949,602859
musicar,3,477949,602859
musician,1,477949,602859
musico,83,477949,602859
musicoterapia,1,477949,602859
musk,9,477949,602859
mussi,3,477949,602859
mustafa,2,477949,602859
mutabilidad,1,477949,602859
mutacao,90,477949,602859
mutaco,7,477949,602859
mutant,3,477949,602859
mutirao,1,477949,602859
mutuament,1,477949,602859
mutuo,5,477949,602859
muzel,1,477949,602859
mv,1,477949,602859
mwc,1,477949,602859
my,18,477949,602859
myanmar,1,477949,602859
mycircadianclock,1,477949,602859
mycobacterium,2,477949,602859
mykono,1,477949,602859
n,2724,477949,602859
n501,2,477949,602859
n501i,1,477949,602859
n95,8,477949,602859
nabarret,2,477949,602859
nabe,1,477949,602859
nacao,114,477949,602859
nacion,1192,477949,602859
nacionai,7,477949,602859
nacionalidad,11,477949,602859
nacionalismo,4,477949,602859
nacionalista,2,477949,602859
nacionalment,2,477949,602859
nacionalo,2,477949,602859
naco,16,477949,602859
nada,15,477949,602859
nadal,5,477949,602859
nadar,6,477949,602859
nadega,1,477949,602859
nader,1,477949,602859
nadhim,2,477949,602859
nadia,1,477949,602859
nagasaki,1,477949,602859
nagib,5,477949,602859
nagl,1,477949,602859
naild,2,477949,602859
naim,1,477949,602859
naiv,1,477949,602859
najaf,3,477949,602859
najanela,1,477949,602859
nakach,1,477949,602859
nakagawa,1,477949,602859
nakashima,1,477949,602859
nakaya,1,477949,602859
name,1,477949,602859
namibia,1,477949,602859
namora,1,477949,602859
namorado,1,477949,602859
namorando,2,477949,602859
namorar,29,477949,602859
nanar,1,477949,602859
nanchang,3,477949,602859
nanci,6,477949,602859
nanico,2,477949,602859
nanoparticula,3,477949,602859
nao,472,477949,602859
naoassinant,2,477949,602859
naocanceleremarqu,1,477949,602859
naocompartilhamento,1,477949,602859
naodemocratica,1,477949,602859
naoessenci,1,477949,602859
naoessenciai,2,477949,602859
naoficcao,1,477949,602859
naogovernament,1,477949,602859
naohodgkin,1,477949,602859
naohumano,1,477949,602859
naoingerencia,1,477949,602859
naojoao,1,477949,602859
naonatur,1,477949,602859
naoobrigatoriedad,1,477949,602859
naopersecucao,1,477949,602859
naoregular,1,477949,602859
naoretorno,1,477949,602859
naosecal,1,477949,602859
naotactei,1,477949,602859
naotransmissivei,1,477949,602859
napl,3,477949,602859
napoleao,1,477949,602859
naquel,7,477949,602859
naquela,2,477949,602859
narathiwat,3,477949,602859
narcolepsia,1,477949,602859
narcoterrorismo,1,477949,602859
narcotraficant,2,477949,602859
narcotrafico,1,477949,602859
nardi,4,477949,602859
narendra,5,477949,602859
narguil,1,477949,602859
narina,2,477949,602859
nariz,20,477949,602859
narjara,1,477949,602859
narrado,1,477949,602859
narrador,6,477949,602859
narrar,10,477949,602859
narrat,1,477949,602859
narrativa,2,477949,602859
narrativo,8,477949,602859
naruhito,1,477949,602859
naruhodo,1,477949,602859
nasa,20,477949,602859
nasal,5,477949,602859
nascer,61,477949,602859
nasceu,1,477949,602859
nascido,10,477949,602859
nascimento,40,477949,602859
nashvil,4,477949,602859
nata,1,477949,602859
natal,65,477949,602859
natalia,10,477949,602859
natalicio,1,477949,602859
natalidad,2,477949,602859
natalina,1,477949,602859
natalino,1,477949,602859
natasha,1,477949,602859
nate,1,477949,602859
nathalia,5,477949,602859
nathan,5,477949,602859
nation,10,477949,602859
nativel,1,477949,602859
natividad,1,477949,602859
nativo,9,477949,602859
natur,90,477949,602859
natura,6,477949,602859
naturai,3,477949,602859
naturalidad,4,477949,602859
naturalizar,4,477949,602859
naturalment,6,477949,602859
natureza,34,477949,602859
naturista,1,477949,602859
natuza,1,477949,602859
naufrag,2,477949,602859
naufragant,1,477949,602859
naufragar,2,477949,602859
naufragio,2,477949,602859
nauru,1,477949,602859
nausea,5,477949,602859
nauseabundo,1,477949,602859
nava,2,477949,602859
navaja,2,477949,602859
naval,4,477949,602859
nave,4,477949,602859
naveca,1,477949,602859
navegacao,3,477949,602859
navegador,7,477949,602859
navegar,3,477949,602859
navi,1,477949,602859
navio,71,477949,602859
naypyidaw,2,477949,602859
nazanun,3,477949,602859
nazar,1,477949,602859
nazari,1,477949,602859
nazario,1,477949,602859
nazarro,1,477949,602859
nazifascismo,2,477949,602859
nazismo,4,477949,602859
nazista,7,477949,602859
nba,10,477949,602859
nbb,1,477949,602859
nbc,1,477949,602859
nce,1,477949,602859
ncov,3,477949,602859
ncov19,3,477949,602859
ncov2019,1,477949,602859
ne,14,477949,602859
neari,1,477949,602859
neb,1,477949,602859
nebehay,1,477949,602859
neblinar,1,477949,602859
nebulizacao,6,477949,602859
nebuloso,3,477949,602859
necesario,1,477949,602859
necessaria,12,477949,602859
necessariament,16,477949,602859
necessario,322,477949,602859
necessidad,204,477949,602859
necessitado,1,477949,602859
necessitam,3,477949,602859
necessitar,35,477949,602859
necropolitica,1,477949,602859
necropsia,1,477949,602859
necroterio,6,477949,602859
necton,1,477949,602859
ned,1,477949,602859
nedelciu,2,477949,602859
neeland,1,477949,602859
nefasta,1,477949,602859
nefasto,2,477949,602859
nefelibata,1,477949,602859
nega,6,477949,602859
negacao,10,477949,602859
negacionismo,14,477949,602859
negacionista,17,477949,602859
negado,1,477949,602859
negando,2,477949,602859
negar,151,477949,602859
negativa,7,477949,602859
negativacao,2,477949,602859
negativament,3,477949,602859
negativar,74,477949,602859
negativo,72,477949,602859
negligencia,14,477949,602859
negligenciar,7,477949,602859
negligent,2,477949,602859
negociacao,99,477949,602859
negociaco,5,477949,602859
negociada,2,477949,602859
negociador,5,477949,602859
negociam,1,477949,602859
negociando,1,477949,602859
negociar,56,477949,602859
negociata,1,477949,602859
