word,words_total_appear_in_group_real,words_total_appear_in_group_fake,percet_strong_word_in_group_real,percet_strong_word_in_group_fake
automotiva,1,0,0.000209227,0
automotivo,1,0,0.000209227,0
automotor,1,7,0.000209227,0.002153985
automovel,10,14,0.002092273,0.004307971
automutilacao,2,0,0.000418455,0
autonoma,7,3,0.001464591,0.000923137
autonomia,68,7,0.014227459415125881,0.002153985
autonomo,2,17,0.000418455,0.005231107
autopeca,0,1,0,0.000307712
autopista,0,1,0,0.000307712
autoproclamacao,0,1,0,0.000307712
autoproclamada,0,1,0,0.000307712
autoproclamado,1,0,0.000209227,0
autoproclamar,1,4,0.000209227,0.001230849
autopromocao,1,1,0.000209227,0.000307712
autopromov,2,0,0.000418455,0
autopsia,3,22,0.000627682,0.006769668
autor,1,1,0.000209227,0.000307712
autoria,26,1,0.005439911,0.000307712
autoridad,446,1,0.093315396,0.000307712
autoridadesentao,0,1,0,0.000307712
autoridadetranscricao,0,1,0,0.000307712
autoritario,17,1,0.003556865,0.000307712
autoritarismo,6,3,0.001255364,0.000923137
autoriz,7,1,0.001464591,0.000307712
autoriza,7,5,0.001464591,0.001538561
autorizacao,159,34,0.033267148,0.010462214481551116
autorizaco,3,0,0.000627682,0
autorizada,1,0,0.000209227,0
autorizado,1,1,0.000209227,0.000307712
autorizadoja,0,1,0,0.000307712
autorizadosrecemreformulado,1,0,0.000209227,0
autorizam,1,0,0.000209227,0
autorizar,7,5,0.001464591,0.001538561
autorizaram,1,0,0.000209227,0
autorizativo,1,1,0.000209227,0.000307712
autorizo,1,1,0.000209227,0.000307712
autorresponsabilidad,3,0,0.000627682,0
autosuficient,0,1,0,0.000307712
autotest,0,1,0,0.000307712
autovacinacao,1,0,0.000209227,0
autovia,0,1,0,0.000307712
autuacao,3,0,0.000627682,0
autuar,5,2,0.001046137,0.000615424
aux,1,1,0.000209227,0.000307712
auxili,2,1,0.000418455,0.000307712
auxiliala,1,0,0.000209227,0
auxilialo,0,1,0,0.000307712
auxiliam,1,0,0.000209227,0
auxiliar,2,51,0.000418455,0.015693321722326674
auxiliara,1,0,0.000209227,0
auxiliarao,1,0,0.000209227,0
auxilio,1,1,0.000209227,0.000307712
auxilioalimentacao,0,2,0,0.000615424
auxiliocaixagovbr,1,1,0.000209227,0.000307712
auxiliodoenca,4,1,0.000836909,0.000307712
auxilioeducacao,0,1,0,0.000307712
auxilioemergenci,1,1,0.000209227,0.000307712
auxilioemergencialaprovado,1,0,0.000209227,0
auxiliomoradia,0,1,0,0.000307712
auxiliomudanca,1,0,0.000209227,0
auxilioreclusao,0,5,0,0.001538561
av,1,2,0.000209227,0.000615424
avaaz,0,1,0,0.000307712
avai,0,1,0,0.000307712
aval,12,1,0.002510728,0.000307712
avalanch,1,6,0.000209227,0.001846273
avali,12,1,0.002510728,0.000307712
avalia,12,57,0.002510728,0.017539594866129812
avaliacao,5,22,0.001046137,0.006769668
avaliaco,1,0,0.000209227,0
avaliada,3,0,0.000627682,0
avaliado,2,0,0.000418455,0
avaliam,1,0,0.000209227,0
avaliar,12,57,0.002510728,0.017539594866129812
avaliara,1,0,0.000209227,0
avalicao,1,0,0.000209227,0
avalizada,1,0,0.000209227,0
avalizar,6,0,0.001255364,0
avanc,1,1,0.000209227,0.000307712
avanca,218,68,0.045611561,0.020924428963102232
avancada,1,0,0.000209227,0
avancado,2,0,0.000418455,0
avancando,2,0,0.000418455,0
avancar,218,68,0.045611561,0.020924428963102232
avanco,1,1,0.000209227,0.000307712
avanhandava,0,1,0,0.000307712
avant,1,1,0.000209227,0.000307712
avanteba,1,0,0.000209227,0
avantep,0,1,0,0.000307712
avariar,1,0,0.000209227,0
avassalador,0,3,0,0.000923137
avatar,1,7,0.000209227,0.002153985
avazz,1,0,0.000209227,0
avc,6,12,0.001255364,0.003692546
ave,2,8,0.000418455,0.002461698
avec,1,1,0.000209227,0.000307712
avelino,1,0,0.000209227,0
avenida,31,1,0.006486048,0.000307712
avenidasentao,0,1,0,0.000307712
avent,1,1,0.000209227,0.000307712
aventalax,0,1,0,0.000307712
aventar,5,3,0.001046137,0.000923137
aventurar,7,1,0.001464591,0.000307712
aventureiro,2,0,0.000418455,0
avenu,3,0,0.000627682,0
avera,6,2,0.001255364,0.000615424
averiguacao,1,1,0.000209227,0.000307712
averiguar,5,6,0.001046137,0.001846273
avermelhar,2,1,0.000418455,0.000307712
aversa,4,1,0.000836909,0.000307712
aversao,4,1,0.000836909,0.000307712
avesso,1,1,0.000209227,0.000307712
aveugl,1,0,0.000209227,0
aviacao,21,2,0.004393774,0.000615424
avianca,1,3,0.000209227,0.000923137
aviao,1,10,0.000209227,0.003077122
aviaologo,0,1,0,0.000307712
aviario,5,3,0.001046137,0.000923137
aviat,1,0,0.000209227,0
avicultor,0,2,0,0.000615424
avido,1,2,0.000209227,0.000615424
avifavir,3,0,0.000627682,0
avila,1,22,0.000209227,0.006769668
aviltant,1,1,0.000209227,0.000307712
avinash,0,1,0,0.000307712
avio,5,1,0.001046137,0.000307712
avis,2,1,0.000418455,0.000307712
avisa,1,2,0.000209227,0.000615424
avisando,1,0,0.000209227,0
avisar,68,2,0.014227459415125881,0.000615424
avisei11,0,1,0,0.000307712
aviso,6,1,0.001255364,0.000307712
avisoulh,0,1,0,0.000307712
avistamento,0,2,0,0.000615424
avistar,2,2,0.000418455,0.000615424
aviv,2,2,0.000418455,0.000615424
avizinhar,2,2,0.000418455,0.000615424
avo,1,1,0.000209227,0.000307712
avocar,0,1,0,0.000307712
avoid,0,1,0,0.000307712
avolumar,0,1,0,0.000307712
avon,3,1,0.000627682,0.000307712
avonest,0,1,0,0.000307712
avril,1,0,0.000209227,0
avritz,1,0,0.000209227,0
avulso,3,0,0.000627682,0
aw,4,1,0.000836909,0.000307712
away,1,0,0.000209227,0
axa,2,3,0.000418455,0.000923137
axaorg,0,1,0,0.000307712
axelgrael,0,1,0,0.000307712
axial,0,1,0,0.000307712
axila,1,1,0.000209227,0.000307712
axio,1,0,0.000209227,0
ayala,3,0,0.000627682,0
ayan,1,1,0.000209227,0.000307712
aylward,1,0,0.000209227,0
ayma,0,3,0,0.000923137
ayr,1,20,0.000209227,0.006154244
ayrton,2,1,0.000418455,0.000307712
ayuda,1,1,0.000209227,0.000307712
ayudarno,1,0,0.000209227,0
ayuwoki,0,3,0,0.000923137
az,1,1,0.000209227,0.000307712
azambuja,2,0,0.000418455,0
azar,19,50,0.00397532,0.015385609531692816
azarar,1,9,0.000209227,0.00276941
azarasi,1,0,0.000209227,0
azd7442,1,0,0.000209227,0
azedar,2,2,0.000418455,0.000615424
azeitar,2,0,0.000418455,0
azerbaijao,0,3,0,0.000923137
azeredo,2,0,0.000418455,0
azevedo,46,6,0.009624458,0.001846273
azi,24,58,0.005021456,0.017847307056763666
azitromicina,25,1,0.005230684,0.000307712
azitromicinaagora,0,1,0,0.000307712
aziz,43,1,0.008996776,0.000307712
azizyar,0,1,0,0.000307712
azkyjn2iakoec8mc61vpnbfg0segzgfkrxhxxehxsu9uqtc5szkwretsmfhcnzvgt1kyou0wvuzhni4u,0,1,0,0.000307712
azmina,1,0,0.000209227,0
azoulay,2,0,0.000418455,0
azteca,0,1,0,0.000307712
azucrinar,0,1,0,0.000307712
azul,1,1,0.000209227,0.000307712
azular,2,1,0.000418455,0.000307712
azulay,4,0,0.000836909,0
azulboato,0,1,0,0.000307712
azulparaben,0,1,0,0.000307712
azur,1,0,0.000209227,0
azzolina,1,0,0.000209227,0
b,1,7,0.000209227,0.002153985
b1,1,1,0.000209227,0.000307712
b1117,1,0,0.000209227,0
b11351,1,0,0.000209227,0
b117,24,0,0.005021456,0
b1351,3,0,0.000627682,0
b1617,4,0,0.000836909,0
b16171,1,0,0.000209227,0
b16172,4,0,0.000836909,0
b17,0,1,0,0.000307712
b171,0,1,0,0.000307712
b3,4,1,0.000836909,0.000307712
b38,0,1,0,0.000307712
b4t4lha,0,1,0,0.000307712
ba,1,14,0.000209227,0.004307971
baalbek,1,0,0.000209227,0
baatencao,0,1,0,0.000307712
baba,1,1,0.000209227,0.000307712
babaca,0,8,0,0.002461698
babador,1,0,0.000209227,0
babaquic,0,1,0,0.000307712
babar,1,5,0.000209227,0.001538561
babi,1,11,0.000209227,0.003384834
babilonia,0,1,0,0.000307712
babin,1,0,0.000209227,0
babinainda,1,0,0.000209227,0
baboseira,0,1,0,0.000307712
baboso,0,2,0,0.000615424
bacab,1,0,0.000209227,0
bacacheri,0,1,0,0.000307712
bacalhau,1,0,0.000209227,0
bacana,2,1,0.000418455,0.000307712
bacanao,0,1,0,0.000307712
bacaxa,1,0,0.000209227,0
bacelar,3,0,0.000627682,0
bach,2,2,0.000418455,0.000615424
bacharel,1,0,0.000209227,0
bachelet,9,3,0.001883046,0.000923137
bachtold,1,0,0.000209227,0
bacia,5,10,0.001046137,0.003077122
back,1,1,0.000209227,0.000307712
backblaz,1,0,0.000209227,0
backer,7,3,0.001464591,0.000923137
background,0,1,0,0.000307712
backschi,1,0,0.000209227,0
backup,3,0,0.000627682,0
bacteria,2,1,0.000418455,0.000307712
bacteriano,2,6,0.000418455,0.001846273
bacteriasa,0,1,0,0.000307712
bacteriologico,2,1,0.000418455,0.000307712
bad,1,76,0.000209227,0.023386126488173082
badalar,1,0,0.000209227,0
badalona,2,0,0.000418455,0
baddinimartinez,1,0,0.000209227,0
badenwurttemberg,1,0,0.000209227,0
bader,2,1,0.000418455,0.000307712
baderna,0,2,0,0.000615424
baderneiro,0,1,0,0.000307712
badolato,1,0,0.000209227,0
badu,0,2,0,0.000615424
baehr,1,0,0.000209227,0
bafao,0,1,0,0.000307712
bafometro,1,7,0.000209227,0.002153985
bagaca,0,1,0,0.000307712
bagaco,0,1,0,0.000307712
bagagem,4,7,0.000836909,0.002153985
bagatela,0,2,0,0.000615424
bagda,1,1,0.000209227,0.000307712
bage,10,10,0.002092273,0.003077122
bager,1,0,0.000209227,0
bagunc,2,2,0.000418455,0.000615424
bagunca,2,2,0.000418455,0.000615424
baguncar,2,0,0.000418455,0
bahama,1,2,0.000209227,0.000615424
bahamaso,1,0,0.000209227,0
baharein,0,1,0,0.000307712
bahia,1,1,0.000209227,0.000307712
bahiaalem,1,0,0.000209227,0
bahiabeb,0,1,0,0.000307712
bahiaenquanto,0,1,0,0.000307712
bahiao,0,1,0,0.000307712
bahner,2,0,0.000418455,0
bahrain,1,0,0.000209227,0
bahrein,2,3,0.000418455,0.000923137
bai,3,1,0.000627682,0.000307712
baia,3,1,0.000627682,0.000307712
baiano,10,15,0.002092273,0.004615683
baichao,0,1,0,0.000307712
baier,0,2,0,0.000615424
baigorri,1,0,0.000209227,0
baik,0,2,0,0.000615424
bail,1,2,0.000209227,0.000615424
bailar,1,2,0.000209227,0.000615424
bailarino,2,2,0.000418455,0.000615424
bainhar,0,1,0,0.000307712
baioneta,0,1,0,0.000307712
bairro,1,61,0.000209227,0.018770443628665236
bairropor,1,0,0.000209227,0
baita,0,2,0,0.000615424
baixa,1,3,0.000209227,0.000923137
baixar,1,3,0.000209227,0.000923137
baixaram,1,0,0.000209227,0
baixemo,1,0,0.000209227,0
baixissima,1,0,0.000209227,0
baixo,5,19,0.001046137,0.005846532
baixocomunicado,0,1,0,0.000307712
bajo,1,0,0.000209227,0
bajulador,3,1,0.000627682,0.000307712
bajulalo,1,0,0.000209227,0
baker,1,1,0.000209227,0.000307712
bakersfield,0,1,0,0.000307712
bakkano,0,1,0,0.000307712
baku,0,1,0,0.000307712
bala,1,3,0.000209227,0.000923137
balacobaco,3,0,0.000627682,0
balaio,2,0,0.000418455,0
balancando,1,0,0.000209227,0
balancar,138,17,0.028873373518931936,0.005231107
balancear,2,1,0.000418455,0.000307712
balanco,14,1,0.002929183,0.000307712
balao,5,11,0.001046137,0.003384834
balar,4,9,0.000836909,0.00276941
balassiano,1,0,0.000209227,0
balbao,1,0,0.000209227,0
balbino,3,0,0.000627682,0
balbo,1,0,0.000209227,0
balburdia,2,2,0.000418455,0.000615424
balca,4,2,0.000836909,0.000615424
balcao,4,2,0.000836909,0.000615424
baldar,1,5,0.000209227,0.001538561
baldi,1,3,0.000209227,0.000923137
baldini,1,0,0.000209227,0
bale,1,1,0.000209227,0.000307712
balear,25,20,0.005230684,0.006154244
baleia,1,1,0.000209227,0.000307712
balela,0,1,0,0.000307712
balestra,0,4,0,0.001230849
balines,1,0,0.000209227,0
balir,2,1,0.000418455,0.000307712
balistico,0,5,0,0.001538561
balizador,1,0,0.000209227,0
balizamento,1,0,0.000209227,0
balizar,1,1,0.000209227,0.000307712
ballalai,1,0,0.000209227,0
ballet,0,1,0,0.000307712
balnearia,1,0,0.000209227,0
balneario,1,4,0.000209227,0.001230849
balo,1,3,0.000209227,0.000923137
balsa,3,1,0.000627682,0.000307712
balsam,0,1,0,0.000307712
balsasma,0,1,0,0.000307712
baltico,1,0,0.000209227,0
baltimor,5,0,0.001046137,0
bambo,0,1,0,0.000307712
bambu,0,3,0,0.000923137
banalizacao,2,0,0.000418455,0
banalizar,1,1,0.000209227,0.000307712
banan,1,21,0.000209227,0.006461956
banana,1,21,0.000209227,0.006461956
bananada,1,0,0.000209227,0
banca,1,1,0.000209227,0.000307712
bancada,51,14,0.010670594561344412,0.004307971
bancado,4,4,0.000836909,0.001230849
bancam,0,1,0,0.000307712
bancando,1,0,0.000209227,0
bancar,1,1,0.000209227,0.000307712
bancaram,0,1,0,0.000307712
bancaria,1,1,0.000209227,0.000307712
bancariasgoverno,0,1,0,0.000307712
bancario,39,35,0.008159866,0.010769926672184972
bancarrota,1,1,0.000209227,0.000307712
bancel,4,0,0.000836909,0
banco,3,1,0.000627682,0.000307712
bancoc,0,1,0,0.000307712
bancoop,2,0,0.000418455,0
bancoso,0,1,0,0.000307712
bancou,0,1,0,0.000307712
band,2,1,0.000418455,0.000307712
banda,1,3,0.000209227,0.000923137
bandalheira,0,2,0,0.000615424
bandar,1,3,0.000209227,0.000923137
bandeijao,0,1,0,0.000307712
bandeira,53,2,0.011089049250024584,0.000615424
bandeiraco,2,0,0.000418455,0
bandeirant,53,8,0.011089049250024584,0.002461698
bandeirar,0,3,0,0.000923137
bandeirasvamo,0,2,0,0.000615424
bandeiro,34,117,0.00711373,0.036002326
bandeixa,0,1,0,0.000307712
bandejar,2,2,0.000418455,0.000615424
bandera,1,0,0.000209227,0
bandidagem,0,9,0,0.00276941
bandidinha,0,1,0,0.000307712
bandido,5,1,0.001046137,0.000307712
bandidosvoc,0,1,0,0.000307712
banditismo,0,1,0,0.000307712
bandnew,6,1,0.001255364,0.000307712
bando,1,3,0.000209227,0.000923137
bandodeotariospetralha,0,1,0,0.000307712
banespa,0,1,0,0.000307712
bangkok,3,0,0.000627682,0
bangladesh,8,1,0.001673819,0.000307712
bangu,9,8,0.001883046,0.002461698
banhano,0,1,0,0.000307712
banhar,16,14,0.003347638,0.004307971
banhars,0,1,0,0.000307712
banheira,1,2,0.000209227,0.000615424
banheiro,13,22,0.002719955,0.006769668
banhista,6,6,0.001255364,0.001846273
banho,3,6,0.000627682,0.001846273
banhomaria,1,0,0.000209227,0
banimento,0,2,0,0.000615424
banir,7,13,0.001464591,0.004000258
bank,1,2,0.000209227,0.000615424
banlanivimab,1,0,0.000209227,0
banner,2,3,0.000418455,0.000923137
bannon,8,0,0.001673819,0
banqueiro,2,2,0.000418455,0.000615424
banquet,0,2,0,0.000615424
bao,12,17,0.002510728,0.005231107
baphomet,0,1,0,0.000307712
baptista,1,0,0.000209227,0
baqu,2,1,0.000418455,0.000307712
bar,1,14,0.000209227,0.004307971
barack,6,9,0.001255364,0.00276941
baralhar,6,1,0.001255364,0.000307712
baran,1,0,0.000209227,0
barao,2,20,0.000418455,0.006154244
baratar,8,11,0.001673819,0.003384834
barateamento,1,0,0.000209227,0
baratear,1,1,0.000209227,0.000307712
baratinado,0,1,0,0.000307712
barato,14,17,0.002929183,0.005231107
barauss,1,0,0.000209227,0
barbacena,1,0,0.000209227,0
barbalho,9,4,0.001883046,0.001230849
barbar,2,1,0.000418455,0.000307712
barbaresco,0,1,0,0.000307712
barbari,1,1,0.000209227,0.000307712
barbaridad,2,4,0.000418455,0.001230849
barbarin,1,0,0.000209227,0
barbarizar,0,1,0,0.000307712
barbaro,2,1,0.000418455,0.000307712
barbarossa,0,1,0,0.000307712
barbear,1,0,0.000209227,0
barbearia,1,0,0.000209227,0
barbeiragem,1,0,0.000209227,0
barbeiro,1,2,0.000209227,0.000615424
barbera,0,1,0,0.000307712
barbi,5,1,0.001046137,0.000307712
barbier,2,1,0.000418455,0.000307712
barbieri,0,1,0,0.000307712
barbiero,2,0,0.000418455,0
barbirato,5,0,0.001046137,0
barbosa,23,20,0.004812229,0.006154244
barboza,1,3,0.000209227,0.000923137
barca,1,22,0.000209227,0.006769668
barcarena,0,3,0,0.000923137
barcello,6,5,0.001255364,0.001538561
barcelo,17,3,0.003556865,0.000923137
barcelona,17,3,0.003556865,0.000923137
barco,8,13,0.001673819,0.004000258
barden,1,0,0.000209227,0
bardi,12,0,0.002510728,0
bardonni,0,2,0,0.000615424
bare,1,2,0.000209227,0.000615424
barein,0,1,0,0.000307712
barhein,0,1,0,0.000307712
bari,2,1,0.000418455,0.000307712
bariatrica,4,0,0.000836909,0
bariso,2,0,0.000418455,0
baritono,0,1,0,0.000307712
baroa,1,0,0.000209227,0
barolo,0,1,0,0.000307712
baron,4,0,0.000836909,0
barouch,1,0,0.000209227,0
barqueata,0,1,0,0.000307712
barr,2,1,0.000418455,0.000307712
barra,7,7,0.001464591,0.002153985
barraca,4,1,0.000836909,0.000307712
barracao,0,1,0,0.000307712
barraco,4,4,0.000836909,0.001230849
barrado,1,0,0.000209227,0
barragem,9,46,0.001883046,0.014154760769157391
barralo,0,1,0,0.000307712
barrar,7,7,0.001464591,0.002153985
barrashop,1,0,0.000209227,0
barreira,30,15,0.00627682,0.004615683
barreirar,30,15,0.00627682,0.004615683
barreiro,0,1,0,0.000307712
barreto,1,3,0.000209227,0.000923137
barretoa,1,0,0.000209227,0
barri,46,90,0.009624458,0.027694097
barricar,2,0,0.000418455,0
barriga,7,13,0.001464591,0.004000258
barrigudo,0,1,0,0.000307712
barril,0,3,0,0.000923137
barrinha,0,19,0,0.005846532
barrir,46,90,0.009624458,0.027694097
barro,79,1,0.016528960202866833,0.000307712
barroco,1,0,0.000209227,0
barron,1,0,0.000209227,0
barroso,79,1,0.016528960202866833,0.000307712
barth,0,1,0,0.000307712
barto,0,1,0,0.000307712
bartolomeu,0,1,0,0.000307712
baruch,0,1,0,0.000307712
barueri,2,0,0.000418455,0
barulhar,7,3,0.001464591,0.000923137
barulhenta,1,0,0.000209227,0
barulhento,0,1,0,0.000307712
barulho,4,1,0.000836909,0.000307712
basco,1,0,0.000209227,0
base,1,3,0.000209227,0.000923137
baseada,5,0,0.001046137,0
baseado,4,0,0.000836909,0
baseandos,0,1,0,0.000307712
basear,1,75,0.000209227,0.023078414297539224
basearam,1,0,0.000209227,0
baseia,1,1,0.000209227,0.000307712
baseias,0,1,0,0.000307712
baseous,1,1,0.000209227,0.000307712
basf,1,0,0.000209227,0
bashir,9,0,0.001883046,0
basica,11,15,0.002301501,0.004615683
basicabenefico,0,1,0,0.000307712
basicament,11,15,0.002301501,0.004615683
basico,132,95,0.027618009452891414,0.029232658110216355
basilia,0,1,0,0.000307712
basilica,9,0,0.001883046,0
basilio,1,3,0.000209227,0.000923137
basquet,10,2,0.002092273,0.000615424
basseterr,0,1,0,0.000307712
bassetti,0,1,0,0.000307712
basso,1,0,0.000209227,0
basta,1,1,0.000209227,0.000307712
bastant,9,0,0.001883046,0
bastao,1,1,0.000209227,0.000307712
bastar,1,7,0.000209227,0.002153985
bastardo,1,0,0.000209227,0
bastidor,28,5,0.005858366,0.001538561
bastir,2,1,0.000418455,0.000307712
basto,1,73,0.000209227,0.022462989916271513
batalha,25,3,0.005230684,0.000923137
batalhador,0,1,0,0.000307712
batalhao,10,9,0.002092273,0.00276941
batalhar,25,3,0.005230684,0.000923137
batar,1,0,0.000209227,0
batarelli,1,0,0.000209227,0
batat,1,5,0.000209227,0.001538561
batata,1,5,0.000209227,0.001538561
batatainglesa,1,0,0.000209227,0
bate,2,2,0.000418455,0.000615424
bateboca,1,1,0.000209227,0.000307712
batedor,1,1,0.000209227,0.000307712
batendo,1,0,0.000209227,0
batepapo,5,6,0.001046137,0.001846273
batepronto,1,0,0.000209227,0
bater,1,1,0.000209227,0.000307712
bateria,5,1,0.001046137,0.000307712
baterista,1,0,0.000209227,0
bateu,2,0,0.000418455,0
bath,1,0,0.000209227,0
batido,1,3,0.000209227,0.000923137
batimento,1,0,0.000209227,0
batini,1,0,0.000209227,0
batismo,0,1,0,0.000307712
batista,12,21,0.002510728,0.006461956
batistuzzo,0,1,0,0.000307712
batiz,2,1,0.000418455,0.000307712
batizada,19,3,0.00397532,0.000923137
batizado,2,4,0.000418455,0.001230849
batizar,1,1,0.000209227,0.000307712
batizaram,1,0,0.000209227,0
batizass,0,1,0,0.000307712
batman,2,4,0.000418455,0.001230849
batom,1,1,0.000209227,0.000307712
bator,2,1,0.000418455,0.000307712
battini,1,0,0.000209227,0
battisti,3,7,0.000627682,0.002153985
battitsti,1,0,0.000209227,0
battleground,1,0,0.000209227,0
batuta,1,0,0.000209227,0
bau,1,1,0.000209227,0.000307712
baudet,1,0,0.000209227,0
bauducco,0,1,0,0.000307712
bauld,1,0,0.000209227,0
baunilha,0,3,0,0.000923137
bauru,8,1,0.001673819,0.000307712
bauruens,0,1,0,0.000307712
bauxita,0,1,0,0.000307712
bavaro,1,0,0.000209227,0
baviera,3,0,0.000627682,0
bay,4,1,0.000836909,0.000307712
bayer,4,2,0.000836909,0.000615424
bayern,4,2,0.000836909,0.000615424
bayl,0,1,0,0.000307712
bayley,0,1,0,0.000307712
bazaar,1,0,0.000209227,0
bazela,1,0,0.000209227,0
bazin,1,0,0.000209227,0
bazuca,0,1,0,0.000307712
bbb,2,3,0.000418455,0.000923137
bbb16,0,2,0,0.000615424
bbb19,0,1,0,0.000307712
bbb21,0,3,0,0.000923137
bbc,52,20,0.010879821905684497,0.006154244
bbpo11,0,1,0,0.000307712
bc,1,1,0.000209227,0.000307712
bcg,1,0,0.000209227,0
bci,0,1,0,0.000307712
be,10,4,0.002092273,0.001230849
beach,7,4,0.001464591,0.001230849
beapp,2,0,0.000418455,0
bear,1,1,0.000209227,0.000307712
beat,1,1,0.000209227,0.000307712
beaten,1,0,0.000209227,0
beatificar,0,1,0,0.000307712
beatl,1,1,0.000209227,0.000307712
beatriz,7,1,0.001464591,0.000307712
beau,1,4,0.000209227,0.001230849
beaver,0,1,0,0.000307712
bebaco,0,2,0,0.000615424
bebado,2,22,0.000418455,0.006769668
bebe,2,1,0.000418455,0.000307712
bebedor,1,1,0.000209227,0.000307712
bebedouro,3,1,0.000627682,0.000307712
beber,58,1,0.012135185971725018,0.000307712
beberibeess,0,1,0,0.000307712
bebeto,2,0,0.000418455,0
bebia,1,5,0.000209227,0.001538561
bebianno,1,3,0.000209227,0.000923137
bebiano,0,5,0,0.001538561
bebida,4,0,0.000836909,0
bebido,43,40,0.008996776,0.012308487625354254
bebum,0,1,0,0.000307712
beca,2,3,0.000418455,0.000923137
becaus,2,0,0.000418455,0
beck,1,1,0.000209227,0.000307712
beckford,0,3,0,0.000923137
becki,0,1,0,0.000307712
beckman,1,0,0.000209227,0
becler,1,0,0.000209227,0
beco,1,1,0.000209227,0.000307712
becom,1,0,0.000209227,0
becskehazi,1,0,0.000209227,0
been,3,0,0.000627682,0
beghetto,0,1,0,0.000307712
begin,3,0,0.000627682,0
begona,1,0,0.000209227,0
behavior,1,0,0.000209227,0
behind,1,1,0.000209227,0.000307712
behnck,1,0,0.000209227,0
behnk,1,0,0.000209227,0
behren,1,0,0.000209227,0
behrouz,6,0,0.001255364,0
behrsin,0,1,0,0.000307712
bei,58,1,0.012135185971725018,0.000307712
beico,1,0,0.000209227,0
beij,3,1,0.000627682,0.000307712
beijaflor,0,4,0,0.001230849
beijamao,1,1,0.000209227,0.000307712
beijar,13,29,0.002719955,0.008923654
beijo,3,1,0.000627682,0.000307712
beira,22,3,0.004603002,0.000923137
beiramar,0,1,0,0.000307712
beirar,20,1,0.004184547,0.000307712
beirario,0,1,0,0.000307712
beirut,15,23,0.00313841,0.00707738
beisebol,1,3,0.000209227,0.000923137
bekaa,2,0,0.000418455,0
bel,1,7,0.000209227,0.002153985
belafont,0,1,0,0.000307712
belagricola,0,3,0,0.000923137
belaru,4,0,0.000836909,0
belcher,1,0,0.000209227,0
belchior,1,1,0.000209227,0.000307712
belem,28,25,0.005858366,0.007692805
beleza,23,1,0.004812229,0.000307712
belford,12,3,0.002510728,0.000923137
belfort,3,0,0.000627682,0
belga,1,3,0.000209227,0.000923137
belgica,19,8,0.00397532,0.002461698
belgrado,1,0,0.000209227,0
belgrano,1,0,0.000209227,0
belico,2,1,0.000418455,0.000307712
belicoso,0,1,0,0.000307712
beligerant,5,0,0.001046137,0
belini,0,1,0,0.000307712
beliscar,1,0,0.000209227,0
belivaldo,0,5,0,0.001538561
bell,21,7,0.004393774,0.002153985
bella,1,3,0.000209227,0.000923137
bellang,1,0,0.000209227,0
bellei,0,3,0,0.000923137
bellevu,0,1,0,0.000307712
bellissimo,1,0,0.000209227,0
bellizia,1,1,0.000209227,0.000307712
bello,4,6,0.000836909,0.001846273
bellum,1,0,0.000209227,0
belluzzo,0,1,0,0.000307712
belmiro,0,1,0,0.000307712
belmont,1,1,0.000209227,0.000307712
belo,2,5,0.000418455,0.001538561
beltram,3,2,0.000627682,0.000615424
beltran,1,2,0.000209227,0.000615424
beltrano,1,0,0.000209227,0
beltrao,2,1,0.000418455,0.000307712
belzont,0,1,0,0.000307712
bem,5,2,0.001046137,0.000615424
bemestar,21,13,0.004393774,0.004000258
bemhumorada,2,0,0.000418455,0
bemhumorado,2,0,0.000418455,0
bemintencionado,3,0,0.000627682,0
bemo,5,1,0.001046137,0.000307712
bemoucam,0,1,0,0.000307712
bemparaben,0,2,0,0.000615424
bemposto,1,0,0.000209227,0
bemrecebida,1,0,0.000209227,0
bemsucedida,4,0,0.000836909,0
bemsucedido,12,3,0.002510728,0.000923137
bemvinda,4,0,0.000836909,0
bemvindo,2,5,0.000418455,0.001538561
ben,1,1,0.000209227,0.000307712
benalla,0,1,0,0.000307712
bencao,7,13,0.001464591,0.004000258
bendiz,0,1,0,0.000307712
benedictionem,0,3,0,0.000923137
benedita,8,12,0.001673819,0.003692546
benedito,21,2,0.004393774,0.000615424
benefi,3,1,0.000627682,0.000307712
beneficencia,0,2,0,0.000615424
beneficent,10,2,0.002092273,0.000615424
beneficiada,2,0,0.000418455,0
beneficiado,3,0,0.000627682,0
beneficiando,1,0,0.000209227,0
beneficiar,37,1,0.007741412,0.000307712
beneficiario,37,1,0.007741412,0.000307712
beneficio,3,1,0.000627682,0.000307712
beneficio2,0,1,0,0.000307712
beneficioa,0,1,0,0.000307712
beneficiopreencha,0,1,0,0.000307712
beneficiosimnao,0,1,0,0.000307712
benefico,5,5,0.001046137,0.001538561
benefit,2,0,0.000418455,0
beness,2,1,0.000418455,0.000307712
benevolencia,2,0,0.000418455,0
benevolentia,0,1,0,0.000307712
benfeitor,1,0,0.000209227,0
benfica,6,1,0.001255364,0.000307712
bengala,4,4,0.000836909,0.001230849
bengamo,0,1,0,0.000307712
bengston,1,0,0.000209227,0
beni,7,14,0.001464591,0.004307971
benicio,1,0,0.000209227,0
benigno,3,0,0.000627682,0
benin,0,1,0,0.000307712
benit,4,0,0.000836909,0
benitez,4,0,0.000836909,0
benjamim,2,0,0.000418455,0
benjamin,24,4,0.005021456,0.001230849
bennett,0,1,0,0.000307712
benni,4,0,0.000836909,0
