word,words_total_appear_in_group_real,words_total_appear_in_group_fake,percet_strong_word_in_group_real,percet_strong_word_in_group_fake
vaz,24,1,0.005021456,0.000307712
vaz0u,0,1,0,0.000307712
vaza,19,50,0.00397532,0.015385609531692816
vazada,1,0,0.000209227,0
vazado,1,2,0.000209227,0.000615424
vazador,1,2,0.000209227,0.000615424
vazamento,27,1,0.005649138,0.000307712
vazamentosa,0,1,0,0.000307712
vazao,3,0,0.000627682,0
vazar,19,50,0.00397532,0.015385609531692816
vazia,10,29,0.002092273,0.008923654
vaziar,10,29,0.002092273,0.008923654
vazio,24,58,0.005021456,0.017847307056763666
vc,1,151,0.000209227,0.046464540785712306
vcp,1,0,0.000209227,0
vdd,0,2,0,0.000615424
vdescobri,0,1,0,0.000307712
ve,1,1,0.000209227,0.000307712
veacha,0,1,0,0.000307712
vebra,2,0,0.000418455,0
vec,1,1,0.000209227,0.000307712
vecina,9,0,0.001883046,0
vecuronio,1,0,0.000209227,0
vedacao,3,1,0.000627682,0.000307712
vedada,1,0,0.000209227,0
vedar,14,4,0.002929183,0.001230849
veday75,1,0,0.000209227,0
vedder,1,0,0.000209227,0
veder,0,1,0,0.000307712
vedida,0,1,0,0.000307712
veem,1,3,0.000209227,0.000923137
veemencia,2,0,0.000418455,0
veement,1,3,0.000209227,0.000923137
veementement,1,3,0.000209227,0.000923137
vega,1,2,0.000209227,0.000615424
vegano,1,0,0.000209227,0
veget,4,1,0.000836909,0.000307712
vegetacao,5,10,0.001046137,0.003077122
vegetar,4,1,0.000836909,0.000307712
vegetariano,0,1,0,0.000307712
veghel,1,0,0.000209227,0
vei,4,1,0.000836909,0.000307712
veia,2,10,0.000418455,0.003077122
veiculacao,3,2,0.000627682,0.000615424
veiculada,1,0,0.000209227,0
veiculado,1,0,0.000209227,0
veiculando,1,0,0.000209227,0
veicular,18,32,0.003766092,0.00984679
veiculo,230,123,0.048122289,0.037848599
veiga,2,0,0.000418455,0
veio,4,1,0.000836909,0.000307712
veja,10,1,0.002092273,0.000307712
vejam,0,1,0,0.000307712
vejam10,0,1,0,0.000307712
vejamosatencao,0,1,0,0.000307712
vejo,3,0,0.000627682,0
vektor,1,0,0.000209227,0
vela,1,22,0.000209227,0.006769668
velar,5,22,0.001046137,0.006769668
velasquez,1,0,0.000209227,0
velejador,1,0,0.000209227,0
velejar,1,0,0.000209227,0
velez,5,6,0.001046137,0.001846273
velha,1,2,0.000209227,0.000615424
velhacaria,1,0,0.000209227,0
velhic,7,1,0.001464591,0.000307712
velhinho,0,1,0,0.000307712
velho,1,59,0.000209227,0.018155019247397524
velhor,1,0,0.000209227,0
velloso,1,0,0.000209227,0
velo,1,1,0.000209227,0.000307712
velocidad,57,17,0.011925958627384929,0.005231107
velorio,10,23,0.002092273,0.00707738
veloso,9,13,0.001883046,0.004000258
veloz,3,1,0.000627682,0.000307712
veludo,0,1,0,0.000307712
vem,2,1,0.000418455,0.000307712
vemo,2,0,0.000418455,0
vempara,1,0,0.000209227,0
venal,1,1,0.000209227,0.000307712
venancio,3,0,0.000627682,0
venca,1,53,0.000209227,0.016308746103594386
vencedor,1,27,0.000209227,0.008308229
vencedora,1,0,0.000209227,0
vencer,1,1,0.000209227,0.000307712
vencerammai,0,1,0,0.000307712
venceria,1,0,0.000209227,0
venceslau,0,1,0,0.000307712
venceu,3,0,0.000627682,0
vencido,8,4,0.001673819,0.001230849
vencimento,21,2,0.004393774,0.000615424
vend,1,1,0.000209227,0.000307712
venda,18,1,0.003766092,0.000307712
vendedor,15,18,0.00313841,0.005538819
vendela,2,0,0.000418455,0
vendelo,1,1,0.000209227,0.000307712
vendendo,1,0,0.000209227,0
vender,182,209,0.038079377,0.064311848
vendes,0,1,0,0.000307712
vendeu,1,1,0.000209227,0.000307712
vendia,2,0,0.000418455,0
vendida,3,0,0.000627682,0
vendido,21,31,0.004393774,0.009539078
vendo,1,1,0.000209227,0.000307712
vendoa,1,1,0.000209227,0.000307712
vene,12,50,0.002510728,0.015385609531692816
venecia,1,0,0.000209227,0
veneno,0,3,0,0.000923137
venenocina,0,1,0,0.000307712
venenoo,0,1,0,0.000307712
venenoso,0,3,0,0.000923137
venerando,1,0,0.000209227,0
venerar,0,1,0,0.000307712
veneto,3,0,0.000627682,0
veneza,9,5,0.001883046,0.001538561
veneziano,1,0,0.000209227,0
venezuela,12,50,0.002510728,0.015385609531692816
venezuela6,0,1,0,0.000307712
venezuelano,12,50,0.002510728,0.015385609531692816
venha,3,1,0.000627682,0.000307712
venicio,0,2,0,0.000615424
venkatachalam,1,0,0.000209227,0
venom,0,1,0,0.000307712
venoso,3,1,0.000627682,0.000307712
ventar,2,12,0.000418455,0.003692546
ventil,30,7,0.00627682,0.002153985
ventilacao,22,4,0.004603002,0.001230849
ventilador,56,12,0.011716731283044844,0.003692546
ventilar,4,7,0.000836909,0.002153985
ventilatoria,1,0,0.000209227,0
ventilatorio,30,0,0.00627682,0
vento,1,5,0.000209227,0.001538561
ventozelo,1,0,0.000209227,0
ventr,0,1,0,0.000307712
ventriloquo,0,1,0,0.000307712
ventur,2,3,0.000418455,0.000923137
venturella,1,0,0.000209227,0
venturini,0,1,0,0.000307712
venturo,2,3,0.000418455,0.000923137
ventuski,0,1,0,0.000307712
venu,1,1,0.000209227,0.000307712
venusiano,1,0,0.000209227,0
venuti,1,0,0.000209227,0
ver,2,4,0.000418455,0.001230849
vera,1,1,0.000209227,0.000307712
veracidad,4,18,0.000836909,0.005538819
veracruz,0,1,0,0.000307712
veran,1,0,0.000209227,0
veranear,1,0,0.000209227,0
veranista,1,0,0.000209227,0
verba,1,72,0.000209227,0.022155277725637655
verbalidad,1,0,0.000209227,0
verbalizar,1,0,0.000209227,0
verbalment,1,0,0.000209227,0
verbo,1,2,0.000209227,0.000615424
verd,5,4,0.001046137,0.001230849
verdad,35,1,0.007322957,0.000307712
verdadeira,1,1,0.000209227,0.000307712
verdadeirament,0,15,0,0.004615683
verdadeirasa,0,1,0,0.000307712
verdadeiro,35,185,0.007322957,0.056926755
verdadenao,0,1,0,0.000307712
verdadeo,0,1,0,0.000307712
verdao,1,0,0.000209227,0
verdeoliva,2,1,0.000418455,0.000307712
verdevaldo,0,2,0,0.000615424
verdugo,1,0,0.000209227,0
verdura,5,4,0.001046137,0.001230849
vereador,3,119,0.000627682,0.036617750685428906
vereadora,3,2,0.000627682,0.000615424
vereda,1,1,0.000209227,0.000307712
veredicto,0,1,0,0.000307712
vereza,0,2,0,0.000615424
vergar,1,1,0.000209227,0.000307712
vergel,0,1,0,0.000307712
vergolha,0,1,0,0.000307712
vergonha,12,1,0.002510728,0.000307712
vergonhapapa,0,1,0,0.000307712
vergonhosament,0,1,0,0.000307712
vergonhoso,0,8,0,0.002461698
vergueiro,1,0,0.000209227,0
veri,2,5,0.000418455,0.001538561
veridico,1,6,0.000209227,0.001846273
verifi,1,3,0.000209227,0.000923137
verificacao,13,58,0.002719955,0.017847307056763666
verificada,1,0,0.000209227,0
verificador,0,3,0,0.000923137
verificalo,1,0,0.000209227,0
verificamo,1,0,0.000209227,0
verificar,69,164,0.014436686759465968,0.050464799
verificas,1,1,0.000209227,0.000307712
verificavel,1,1,0.000209227,0.000307712
verificous,0,3,0,0.000923137
verissimo,5,5,0.001046137,0.001538561
verkovna,0,1,0,0.000307712
verm,4,1,0.000836909,0.000307712
vermelha,22,49,0.004603002,0.015077897341058962
vermelhar,22,49,0.004603002,0.015077897341058962
vermelhidao,1,3,0.000209227,0.000923137
vermelho,56,60,0.011716731283044844,0.018462731
vermezinho,0,1,0,0.000307712
vermiculita,0,1,0,0.000307712
vermifugo,4,2,0.000836909,0.000615424
verminar,0,1,0,0.000307712
verminos,0,1,0,0.000307712
verniz,0,1,0,0.000307712
vernon,0,1,0,0.000307712
vero,2,2,0.000418455,0.000615424
veronica,2,2,0.000418455,0.000615424
verri,2,0,0.000418455,0
versal,1,1,0.000209227,0.000307712
versao,72,326,0.015064369,0.10031417414663718
versar,3,6,0.000627682,0.001846273
versatil,0,1,0,0.000307712
versiculo,1,3,0.000209227,0.000923137
verso,4,1,0.000836909,0.000307712
versoesa,0,1,0,0.000307712
versu,0,1,0,0.000307712
vert,1,1,0.000209227,0.000307712
vertebra,1,0,0.000209227,0
vertedouro,0,5,0,0.001538561
vertent,3,3,0.000627682,0.000923137
vertic,12,8,0.002510728,0.002461698
vertigem,2,6,0.000418455,0.001846273
vertiginosament,1,1,0.000209227,0.000307712
vertiginoso,1,0,0.000209227,0
veruska,0,6,0,0.001846273
vese,0,4,0,0.001230849
vesicula,3,0,0.000627682,0
vespa,3,4,0.000627682,0.001230849
vespeiro,1,0,0.000209227,0
vespera,45,16,0.00941523,0.004923395
vespertino,2,1,0.000418455,0.000307712
vespignani,2,0,0.000418455,0
vesthimmerland,1,0,0.000209227,0
vestiario,6,1,0.001255364,0.000307712
vestibular,4,3,0.000836909,0.000923137
vestido,1,19,0.000209227,0.005846532
vestigio,4,6,0.000836909,0.001846273
vestimenta,1,13,0.000209227,0.004000258
vestir,77,142,0.016110506,0.043695131
vestuario,4,0,0.000836909,0
vetado,1,0,0.000209227,0
vetalo,0,1,0,0.000307712
vetar,75,25,0.015692050825506485,0.007692805
veterano,12,4,0.002510728,0.001230849
veterinaria,1,0,0.000209227,0
veterinario,6,11,0.001255364,0.003384834
veto,2,3,0.000418455,0.000923137
vetor,13,3,0.002719955,0.000923137
vetou,2,0,0.000418455,0
vetu,1,0,0.000209227,0
vexam,1,5,0.000209227,0.001538561
vexaminosa,1,0,0.000209227,0
vexaminoso,1,0,0.000209227,0
vexatoria,1,0,0.000209227,0
vexatorio,1,1,0.000209227,0.000307712
vez,1,2,0.000209227,0.000615424
vezar,3,55,0.000627682,0.01692417
veze,8,1,0.001673819,0.000307712
vezesant,0,1,0,0.000307712
vezesno,0,1,0,0.000307712
vezjogo,0,1,0,0.000307712
vezparaben,0,2,0,0.000615424
veztim,1,0,0.000209227,0
vgbl,0,1,0,0.000307712
vh,1,1,0.000209227,0.000307712
vi,1,1,0.000209227,0.000307712
via,2,1,0.000418455,0.000307712
viabilidad,9,1,0.001883046,0.000307712
viabilizar,30,10,0.00627682,0.003077122
viabilizavam,1,0,0.000209227,0
viacao,3,1,0.000627682,0.000307712
viadirceu,0,1,0,0.000307712
viado,9,1,0.001883046,0.000307712
viaduto,1,4,0.000209227,0.001230849
viag,6,1,0.001255364,0.000307712
viagem,145,51,0.030337965,0.015693321722326674
viagen,6,0,0.001255364,0
viagra,0,1,0,0.000307712
viajant,27,3,0.005649138,0.000923137
viajar,80,37,0.016738188,0.011385351053452683
viajedepoi,1,0,0.000209227,0
viajou,1,0,0.000209227,0
viamao,1,0,0.000209227,0
viamobilidad,1,0,0.000209227,0
viana,3,4,0.000627682,0.001230849
vianelli,1,0,0.000209227,0
vianna,7,1,0.001464591,0.000307712
viario,1,2,0.000209227,0.000615424
viasacra,1,0,0.000209227,0
viatura,7,4,0.001464591,0.001230849
viavel,8,5,0.001673819,0.001538561
vibe,0,2,0,0.000615424
viber,0,2,0,0.000615424
vibora,0,3,0,0.000923137
vibracao,3,10,0.000627682,0.003077122
vibrador,1,1,0.000209227,0.000307712
vibrant,0,2,0,0.000615424
vibrar,3,11,0.000627682,0.003384834
vibratorio,0,1,0,0.000307712
vicar,46,27,0.009624458,0.008308229
vicaso,0,1,0,0.000307712
vice,1,1,0.000209227,0.000307712
vicecampea,1,0,0.000209227,0
vicechef,1,0,0.000209227,0
vicecomissario,1,0,0.000209227,0
vicediretor,1,1,0.000209227,0.000307712
vicediretora,1,0,0.000209227,0
vicediretorager,1,0,0.000209227,0
vicediretorger,0,1,0,0.000307712
vicegovernador,2,1,0.000418455,0.000307712
vicegovernadora,2,0,0.000418455,0
vicelid,2,0,0.000418455,0
vicelideranca,2,0,0.000418455,0
viceministra,3,0,0.000627682,0
viceministro,2,0,0.000418455,0
vicemourao,0,1,0,0.000307712
vicent,12,11,0.002510728,0.003384834
vicenzo,0,1,0,0.000307712
vicepgr,1,0,0.000209227,0
viceprefeita,3,0,0.000627682,0
viceprefeito,13,2,0.002719955,0.000615424
vicepresidencia,1,1,0.000209227,0.000307712
vicepresidenciaa,1,0,0.000209227,0
vicepresident,2,52,0.000418455,0.016001033912960528
vicepresidentea,2,0,0.000418455,0
viceprimeiraministra,2,0,0.000418455,0
viceprocuradorger,4,0,0.000836909,0
vicereitor,1,1,0.000209227,0.000307712
vicesecretario,1,0,0.000209227,0
viciadaefeito,0,1,0,0.000307712
viciar,0,4,0,0.001230849
vicio,2,3,0.000418455,0.000923137
vicioso,2,0,0.000418455,0
vicissitud,1,0,0.000209227,0
vicoso,3,6,0.000627682,0.001846273
victor,5,1,0.001046137,0.000307712
victora,1,0,0.000209227,0
victori,5,1,0.001046137,0.000307712
victoria,5,6,0.001046137,0.001846273
victorio,0,1,0,0.000307712
vida,1,1,0.000209227,0.000307712
vidaalem,0,1,0,0.000307712
vidapadr,1,0,0.000209227,0
vidapaovacinaeducacao,1,0,0.000209227,0
vidaportanto,0,1,0,0.000307712
vidar,409,359,0.085573984,0.11046867643755443
vidasa,1,0,0.000209227,0
vidasoldado,0,1,0,0.000307712
vidaum,0,1,0,0.000307712
vidavoc,0,1,0,0.000307712
videiro,2,1,0.000418455,0.000307712
vident,5,6,0.001046137,0.001846273
video,2,1,0.000418455,0.000307712
videoaula,1,0,0.000209227,0
videobeb,0,1,0,0.000307712
videochamada,6,0,0.001255364,0
videoclip,4,1,0.000836909,0.000307712
videoconferencia,63,2,0.013181323,0.000615424
videoemmi,0,1,0,0.000307712
videoest,0,1,0,0.000307712
videoeu,0,1,0,0.000307712
videofuncionario,0,1,0,0.000307712
videogam,2,4,0.000418455,0.001230849
videojair,0,1,0,0.000307712
videominha,0,1,0,0.000307712
videomostra,0,1,0,0.000307712
videona,0,1,0,0.000307712
videono,0,1,0,0.000307712
videopolici,0,1,0,0.000307712
vidig,1,1,0.000209227,0.000307712
vidraca,2,4,0.000418455,0.001230849
vidrar,6,9,0.001255364,0.00276941
vidro,1,1,0.000209227,0.000307712
vidrocangaceiro,0,1,0,0.000307712
vie,10,12,0.002092273,0.003692546
viega,1,1,0.000209227,0.000307712
vieira,31,5,0.006486048,0.001538561
viemo,1,0,0.000209227,0
vien,2,5,0.000418455,0.001538561
viena,3,5,0.000627682,0.001538561
viennent,1,0,0.000209227,0
vientian,2,0,0.000418455,0
vieram,2,0,0.000418455,0
vies,1,2,0.000209227,0.000615424
vietna,2,1,0.000418455,0.000307712
vietnamita,2,1,0.000418455,0.000307712
view,1,2,0.000209227,0.000615424
viga,1,8,0.000209227,0.002461698
vigario,0,1,0,0.000307712
vigarista,0,8,0,0.002461698
vigencia,10,1,0.002092273,0.000307712
vigent,9,4,0.001883046,0.001230849
vigiam,1,0,0.000209227,0
vigiando,1,0,0.000209227,0
vigiar,8,12,0.001673819,0.003692546
vigilancia,267,1,0.055863700938803086,0.000307712
vigilanciael,0,1,0,0.000307712
vigilant,7,1,0.001464591,0.000307712
vigilia,2,0,0.000418455,0
vigim,0,1,0,0.000307712
vigitel,1,0,0.000209227,0
vigor,1,1,0.000209227,0.000307712
vigorar,14,1,0.002929183,0.000307712
vigoroso,1,1,0.000209227,0.000307712
vii,1,1,0.000209227,0.000307712
vike,0,3,0,0.000923137
viktor,5,0,0.001046137,0
vil,3,1,0.000627682,0.000307712
vila,2,2,0.000418455,0.000615424
vilaboim,1,0,0.000209227,0
vilao,6,1,0.001255364,0.000307712
vilarejo,2,2,0.000418455,0.000615424
vilela,12,1,0.002510728,0.000307712
vilelazona,0,1,0,0.000307712
vilella,0,1,0,0.000307712
vilelu,1,0,0.000209227,0
vilhena,3,0,0.000627682,0
vilipendiar,0,1,0,0.000307712
villa,1,1,0.000209227,0.000307712
villaca,0,1,0,0.000307712
villar,1,0,0.000209227,0
villart,1,0,0.000209227,0
villasboa,0,1,0,0.000307712
villavicencio,0,1,0,0.000307712
villela,2,0,0.000418455,0
villen,1,0,0.000209227,0
vilniu,3,1,0.000627682,0.000307712
vimeo,0,3,0,0.000923137
vinagrar,0,18,0,0.005538819
vincar,0,2,0,0.000615424
vincent,1,1,0.000209227,0.000307712
vincenzo,3,0,0.000627682,0
vinci,1,1,0.000209227,0.000307712
vinculacao,2,1,0.000418455,0.000307712
vinculada,3,0,0.000627682,0
vinculado,2,0,0.000418455,0
vinculalo,1,0,0.000209227,0
vincular,45,17,0.00941523,0.005231107
vinculo,19,1,0.00397532,0.000307712
vinda,1,1,0.000209227,0.000307712
vindo,3,2,0.000627682,0.000615424
vindoa,0,2,0,0.000615424
vine,1,1,0.000209227,0.000307712
vinganca,2,2,0.000418455,0.000615424
vingar,2,6,0.000418455,0.001846273
vingativo,0,1,0,0.000307712
vinha,1,1,0.000209227,0.000307712
vinhal,1,0,0.000209227,0
vinham,1,0,0.000209227,0
vinhamo,1,0,0.000209227,0
vinheram,0,1,0,0.000307712
vinho,6,31,0.001255364,0.009539078
vinholi,6,0,0.001255364,0
viniciu,10,6,0.002092273,0.001846273
vinicola,3,3,0.000627682,0.000923137
vinnik,5,0,0.001046137,0
vint,1,0,0.000209227,0
violacao,21,15,0.004393774,0.004615683
violaco,2,0,0.000418455,0
violado,1,0,0.000209227,0
violando,1,0,0.000209227,0
violar,1,16,0.000209227,0.004923395
violarem,1,0,0.000209227,0
violem,1,0,0.000209227,0
violencia,62,47,0.012972095349085363,0.014462472959791249
violenta,3,4,0.000627682,0.001230849
violentador,0,2,0,0.000615424
violentament,1,7,0.000209227,0.002153985
violentar,3,4,0.000627682,0.001230849
violento,7,1,0.001464591,0.000307712
violentoso,0,1,0,0.000307712
violeta,1,1,0.000209227,0.000307712
vip,2,1,0.000418455,0.000307712
vir,1,1,0.000209227,0.000307712
vira,2,173,0.000418455,0.053234208979657145
viracasaca,0,1,0,0.000307712
viracopo,6,0,0.001255364,0
virada,3,0,0.000627682,0
virado,2,3,0.000418455,0.000923137
viradouro,0,3,0,0.000923137
viraisma,0,1,0,0.000307712
viral,2,1,0.000418455,0.000307712
viralalerta,0,1,0,0.000307712
viralata,0,1,0,0.000307712
viralcureorghc,1,0,0.000209227,0
viralidad,0,2,0,0.000615424
viraliz,2,1,0.000418455,0.000307712
viraliza,2,1,0.000418455,0.000307712
viralizacao,1,12,0.000209227,0.003692546
viralizada,0,66,0,0.020309005
viralizado,1,65,0.000209227,0.020001292391200663
viralizando,2,3,0.000418455,0.000923137
viralizar,2,1,0.000418455,0.000307712
viralizarado,0,1,0,0.000307712
viralizaram,5,19,0.001046137,0.005846532
viralizarem,2,1,0.000418455,0.000307712
viralizass,0,1,0,0.000307712
viralizem,0,4,0,0.001230849
viralizounasred,0,1,0,0.000307712
viralslotcom,0,1,0,0.000307712
viramlh,0,1,0,0.000307712
virams,1,0,0.000209227,0
virando,1,0,0.000209227,0
virar,2,173,0.000418455,0.053234208979657145
viraram,2,0,0.000418455,0
virasp50,1,0,0.000209227,0
virass,2,0,0.000418455,0
virem,1,0,0.000209227,0
virgem,1,2,0.000209227,0.000615424
virgil,7,1,0.001464591,0.000307712
virgilio,7,1,0.001464591,0.000307712
virgin,2,5,0.000418455,0.001538561
virginia,6,5,0.001255364,0.001538561
virginiju,2,0,0.000418455,0
virgo,1,0,0.000209227,0
virgula,0,2,0,0.000615424
virolog,17,1,0.003556865,0.000307712
virologia,9,10,0.001883046,0.003077122
virologicalorg,1,0,0.000209227,0
virologista,17,16,0.003556865,0.004923395
virologo,0,1,0,0.000307712
viros,8,4,0.001673819,0.001230849
virou,6,0,0.001255364,0
virtuai,5,0,0.001046137,0
virtual,10,2,0.002092273,0.000615424
virtualidad,1,0,0.000209227,0
virtualizacao,1,0,0.000209227,0
virtualment,10,2,0.002092273,0.000615424
virtud,20,26,0.004184547,0.008000517
virtuoso,0,2,0,0.000615424
viru,1,1,0.000209227,0.000307712
virulencia,1,0,0.000209227,0
virulento,1,3,0.000209227,0.000923137
virusa,1,1,0.000209227,0.000307712
virusatualment,1,0,0.000209227,0
viruschin,0,3,0,0.000923137
viruscomo,0,1,0,0.000307712
viruscuidado,0,1,0,0.000307712
virusem,0,1,0,0.000307712
virusencontrar,0,1,0,0.000307712
virusinclus,0,1,0,0.000307712
virusmedico,0,1,0,0.000307712
viruso,1,6,0.000209227,0.001846273
virusquai,1,0,0.000209227,0
visa,1,37,0.000209227,0.011385351053452683
visakhapatnam,1,1,0.000209227,0.000307712
visando,1,0,0.000209227,0
visao,58,1,0.012135185971725018,0.000307712
visaoadquirir,0,1,0,0.000307712
visar,59,37,0.012344413316065103,0.011385351053452683
visava,1,0,0.000209227,0
viscond,0,1,0,0.000307712
viseira,2,0,0.000418455,0
vishi,4,1,0.000836909,0.000307712
visibilidad,17,2,0.003556865,0.000615424
visionario,2,1,0.000418455,0.000307712
visira,0,1,0,0.000307712
visita,130,108,0.027199554764211247,0.033232916588456486
visitacao,4,1,0.000836909,0.000307712
visitalo,0,1,0,0.000307712
visitam,1,0,0.000209227,0
visitant,37,3,0.007741412,0.000923137
visitar,130,108,0.027199554764211247,0.033232916588456486
